STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,incgrp,Income situation in relation to the risk of poverty threshold,hhcomp,Household composition,tenure,Tenure status,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN,Owner,PC,Percentage,ES,Spain,2013,,18.1,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN,Owner,PC,Percentage,ES,Spain,2014,,18.1,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN,Owner,PC,Percentage,ES,Spain,2015,,18.0,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN,Owner,PC,Percentage,ES,Spain,2016,,18.1,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN,Owner,PC,Percentage,ES,Spain,2017,,18.2,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN,Owner,PC,Percentage,ES,Spain,2018,,18.1,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN,Owner,PC,Percentage,ES,Spain,2019,,18.1,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN,Owner,PC,Percentage,ES,Spain,2020,,18.3,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN,Owner,PC,Percentage,ES,Spain,2021,,18.4,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN,Owner,PC,Percentage,ES,Spain,2022,,18.3,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN,Owner,PC,Percentage,ES,Spain,2023,,18.0,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN,Owner,PC,Percentage,ES,Spain,2024,,17.1,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN,Owner,PC,Percentage,ES,Spain,2025,,17.1,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN,Owner,PC,Percentage,HU,Hungary,2005,,18.6,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN,Owner,PC,Percentage,HU,Hungary,2006,,17.7,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN,Owner,PC,Percentage,HU,Hungary,2007,,18.9,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN,Owner,PC,Percentage,HU,Hungary,2008,,18.5,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN,Owner,PC,Percentage,HU,Hungary,2009,,19.3,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN,Owner,PC,Percentage,HU,Hungary,2010,,19.8,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN,Owner,PC,Percentage,HU,Hungary,2011,,20.4,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN,Owner,PC,Percentage,HU,Hungary,2012,,21.1,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN,Owner,PC,Percentage,HU,Hungary,2013,,21.1,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN,Owner,PC,Percentage,HU,Hungary,2014,,21.1,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN,Owner,PC,Percentage,HU,Hungary,2015,,20.7,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN,Owner,PC,Percentage,HU,Hungary,2016,,21.1,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN,Owner,PC,Percentage,HU,Hungary,2017,,21.3,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN,Owner,PC,Percentage,HU,Hungary,2018,,22.0,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN,Owner,PC,Percentage,HU,Hungary,2019,,24.1,,b,break in time series,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN,Owner,PC,Percentage,HU,Hungary,2020,,24.2,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN,Owner,PC,Percentage,HU,Hungary,2021,,24.4,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN,Owner,PC,Percentage,HU,Hungary,2022,,23.9,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN,Owner,PC,Percentage,HU,Hungary,2023,,23.7,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN,Owner,PC,Percentage,HU,Hungary,2024,,23.6,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN,Owner,PC,Percentage,HU,Hungary,2025,,23.9,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_L,"Owner, with mortgage or loan",PC,Percentage,DE,Germany,2005,,5.5,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_L,"Owner, with mortgage or loan",PC,Percentage,DE,Germany,2010,,5.3,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_L,"Owner, with mortgage or loan",PC,Percentage,DE,Germany,2011,,5.3,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_L,"Owner, with mortgage or loan",PC,Percentage,DE,Germany,2012,,5.2,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_L,"Owner, with mortgage or loan",PC,Percentage,DE,Germany,2013,,5.2,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_L,"Owner, with mortgage or loan",PC,Percentage,DE,Germany,2014,,5.4,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_L,"Owner, with mortgage or loan",PC,Percentage,DE,Germany,2015,,5.3,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_L,"Owner, with mortgage or loan",PC,Percentage,DE,Germany,2016,,5.4,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_L,"Owner, with mortgage or loan",PC,Percentage,DE,Germany,2017,,5.0,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_L,"Owner, with mortgage or loan",PC,Percentage,DE,Germany,2018,,5.0,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_L,"Owner, with mortgage or loan",PC,Percentage,DE,Germany,2019,,4.8,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_L,"Owner, with mortgage or loan",PC,Percentage,DE,Germany,2020,,8.2,,b,break in time series,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_L,"Owner, with mortgage or loan",PC,Percentage,DE,Germany,2021,,6.8,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_L,"Owner, with mortgage or loan",PC,Percentage,DE,Germany,2022,,4.4,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_L,"Owner, with mortgage or loan",PC,Percentage,DE,Germany,2023,,5.3,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_L,"Owner, with mortgage or loan",PC,Percentage,DE,Germany,2024,,5.0,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_L,"Owner, with mortgage or loan",PC,Percentage,DE,Germany,2025,,5.2,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_L,"Owner, with mortgage or loan",PC,Percentage,ES,Spain,2007,,5.0,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_L,"Owner, with mortgage or loan",PC,Percentage,ES,Spain,2008,,5.3,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_L,"Owner, with mortgage or loan",PC,Percentage,ES,Spain,2009,,5.4,,b,break in time series,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_L,"Owner, with mortgage or loan",PC,Percentage,ES,Spain,2010,,5.5,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_L,"Owner, with mortgage or loan",PC,Percentage,ES,Spain,2011,,4.7,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_L,"Owner, with mortgage or loan",PC,Percentage,ES,Spain,2012,,4.8,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_L,"Owner, with mortgage or loan",PC,Percentage,ES,Spain,2013,,4.7,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_L,"Owner, with mortgage or loan",PC,Percentage,ES,Spain,2014,,4.7,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_L,"Owner, with mortgage or loan",PC,Percentage,ES,Spain,2015,,4.2,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_L,"Owner, with mortgage or loan",PC,Percentage,ES,Spain,2016,,4.2,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_L,"Owner, with mortgage or loan",PC,Percentage,ES,Spain,2017,,4.3,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_L,"Owner, with mortgage or loan",PC,Percentage,ES,Spain,2018,,4.0,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_L,"Owner, with mortgage or loan",PC,Percentage,ES,Spain,2019,,3.9,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_L,"Owner, with mortgage or loan",PC,Percentage,ES,Spain,2020,,4.3,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_L,"Owner, with mortgage or loan",PC,Percentage,ES,Spain,2021,,4.3,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_L,"Owner, with mortgage or loan",PC,Percentage,ES,Spain,2022,,4.4,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_L,"Owner, with mortgage or loan",PC,Percentage,ES,Spain,2023,,4.5,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_L,"Owner, with mortgage or loan",PC,Percentage,ES,Spain,2024,,3.9,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_L,"Owner, with mortgage or loan",PC,Percentage,ES,Spain,2025,,4.0,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_L,"Owner, with mortgage or loan",PC,Percentage,HU,Hungary,2005,,1.3,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_L,"Owner, with mortgage or loan",PC,Percentage,HU,Hungary,2006,,1.0,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_L,"Owner, with mortgage or loan",PC,Percentage,HU,Hungary,2007,,1.6,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_L,"Owner, with mortgage or loan",PC,Percentage,HU,Hungary,2008,,1.8,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_L,"Owner, with mortgage or loan",PC,Percentage,HU,Hungary,2009,,1.9,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_L,"Owner, with mortgage or loan",PC,Percentage,HU,Hungary,2010,,2.7,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_L,"Owner, with mortgage or loan",PC,Percentage,HU,Hungary,2011,,2.6,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_L,"Owner, with mortgage or loan",PC,Percentage,HU,Hungary,2012,,2.5,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_L,"Owner, with mortgage or loan",PC,Percentage,HU,Hungary,2013,,2.3,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_L,"Owner, with mortgage or loan",PC,Percentage,HU,Hungary,2014,,2.2,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_L,"Owner, with mortgage or loan",PC,Percentage,HU,Hungary,2015,,2.4,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_L,"Owner, with mortgage or loan",PC,Percentage,HU,Hungary,2016,,1.7,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_L,"Owner, with mortgage or loan",PC,Percentage,HU,Hungary,2017,,2.1,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_L,"Owner, with mortgage or loan",PC,Percentage,HU,Hungary,2018,,1.9,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_L,"Owner, with mortgage or loan",PC,Percentage,HU,Hungary,2019,,2.1,,b,break in time series,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_L,"Owner, with mortgage or loan",PC,Percentage,HU,Hungary,2020,,2.3,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_L,"Owner, with mortgage or loan",PC,Percentage,HU,Hungary,2021,,2.2,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_L,"Owner, with mortgage or loan",PC,Percentage,HU,Hungary,2022,,3.0,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_L,"Owner, with mortgage or loan",PC,Percentage,HU,Hungary,2023,,1.8,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_L,"Owner, with mortgage or loan",PC,Percentage,HU,Hungary,2024,,1.8,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_L,"Owner, with mortgage or loan",PC,Percentage,HU,Hungary,2025,,1.8,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,DE,Germany,2005,,9.7,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,DE,Germany,2010,,11.1,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,DE,Germany,2011,,11.4,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,DE,Germany,2012,,11.6,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,DE,Germany,2013,,11.4,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,DE,Germany,2014,,11.5,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,DE,Germany,2015,,11.3,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,DE,Germany,2016,,11.2,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,DE,Germany,2017,,11.2,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,DE,Germany,2018,,11.6,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,DE,Germany,2019,,11.4,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,DE,Germany,2020,,9.1,,b,break in time series,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,DE,Germany,2021,,10.3,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,DE,Germany,2022,,11.6,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,DE,Germany,2023,,11.1,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,DE,Germany,2024,,11.2,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,DE,Germany,2025,,10.9,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,ES,Spain,2007,,11.2,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,ES,Spain,2008,,11.3,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,ES,Spain,2009,,11.7,,b,break in time series,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,ES,Spain,2010,,11.9,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,ES,Spain,2011,,13.0,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,ES,Spain,2012,,13.4,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,ES,Spain,2013,,13.4,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,ES,Spain,2014,,13.4,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,ES,Spain,2015,,13.8,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,ES,Spain,2016,,13.8,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,ES,Spain,2017,,13.9,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,ES,Spain,2018,,14.1,,,,,
